"state","county","votes","candidate","party","office","district","state_po","state_fips","state_cen","state_ic","mode","version","special","writein","stage","year"
"Kentucky","Adair",1626,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Allen",1649,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Anderson",3810,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Ballard",1012,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Barren",5280,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Bath",1886,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Bell",2013,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Boone",16947,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Bourbon",3323,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Boyd",6989,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Boyle",5099,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Bracken",1063,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Breathitt",1889,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Breckinridge",2775,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Bullitt",11275,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Butler",1134,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Caldwell",1510,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Calloway",5160,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Campbell",16352,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Carlisle",529,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Carroll",1184,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Carter",3732,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Casey",1208,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Christian",6023,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Clark",5876,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Clay",1298,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Clinton",692,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Crittenden",916,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Cumberland",503,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Daviess",16013,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Edmonson",1383,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Elliott",1148,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Estill",1617,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Fayette",73397,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Fleming",1807,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Floyd",5903,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Franklin",12888,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Fulton",589,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Gallatin",871,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Garrard",2004,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Grant",2261,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Graves",4214,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Grayson",2621,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Green",997,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Greenup",5102,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Hancock",1891,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Hardin",14524,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Harlan",1867,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Harrison",2535,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Hart",1997,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Henderson",6863,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Henry",2325,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Hickman",469,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Hopkins",5411,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Jackson",749,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Jefferson",186510,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Jessamine",8102,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Johnson",2304,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Kenton",25479,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Knott",2096,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Knox",2658,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Larue",1744,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Laurel",4722,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Lawrence",1515,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Lee",675,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Leslie",680,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Letcher",2626,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Lewis",948,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Lincoln",2558,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Livingston",1205,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Logan",2817,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Lyon",1253,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Madison",15017,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Magoffin",1968,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Marion",3155,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Marshall",4834,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Martin",554,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Mason",2246,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","McCracken",9695,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","McCreary",1340,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","McLean",1357,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Meade",3984,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Menifee",959,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Mercer",3541,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Metcalfe",1495,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Monroe",837,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Montgomery",3934,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Morgan",1726,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Muhlenberg",4019,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Nelson",7386,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Nicholas",1157,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Ohio",2877,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Oldham",12115,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Owen",1419,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Owsley",402,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Pendleton",1502,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Perry",3183,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Pike",7131,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Powell",1791,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Pulaski",5891,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Robertson",325,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Rockcastle",1354,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Rowan",4045,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Russell",1571,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Scott",9827,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Shelby",7380,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Simpson",2203,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Spencer",2667,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Taylor",3093,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Todd",1037,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Trigg",1622,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Trimble",1057,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Union",1800,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Warren",18249,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Washington",1839,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Wayne",1983,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Webster",1495,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Whitley",2995,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
"Kentucky","Wolfe",1194,"Andy Beshear","democrat","Governor","statewide","KY",21,61,51,"total","11/06/2019 3:10 AM","FALSE","FALSE","gen","2019"
