"state","district","candidate","party","writein","votes","office","stage","special","year","state_po","state_fips","state_cen","state_ic","mode","version"
"Virginia","92","Jeion Ward","democrat","FALSE",15608,"House of Delegates","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","92","[Write-in]","","TRUE",1089,"House of Delegates","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","93","Heather Cordasco","republican","FALSE",11402,"House of Delegates","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","93","Michael Mullin","democrat","FALSE",14348,"House of Delegates","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","93","[Write-in]","","TRUE",31,"House of Delegates","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","94","David Yancey","republican","FALSE",8070,"House of Delegates","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","94","Michael Bartley","libertarian","FALSE",376,"House of Delegates","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","94","Shelly Simonds","democrat","FALSE",11563,"House of Delegates","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","94","[Write-in]","","TRUE",27,"House of Delegates","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","95","Marcia Price","democrat","FALSE",11847,"House of Delegates","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","95","[Write-in]","","TRUE",1288,"House of Delegates","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","96","Amanda Batten","republican","FALSE",17142,"House of Delegates","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","96","James Jobe","libertarian","FALSE",357,"House of Delegates","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","96","Mark Downey","democrat","FALSE",15141,"House of Delegates","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","96","[Write-in]","","TRUE",26,"House of Delegates","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","97","Kevin Washington","democrat","FALSE",8717,"House of Delegates","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","97","Scott Wyatt","republican","FALSE",18279,"House of Delegates","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","97","[Write-in]","","TRUE",5836,"House of Delegates","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","98","Elizabeth Webster","democrat","FALSE",8399,"House of Delegates","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","98","Myron Hodges","republican","FALSE",18703,"House of Delegates","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","98","[Write-in]","","TRUE",35,"House of Delegates","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","99","Francis Edwards","democrat","FALSE",10631,"House of Delegates","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","99","Margaret Ransone","republican","FALSE",17701,"House of Delegates","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","99","[Write-in]","","TRUE",22,"House of Delegates","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","1","Taylor Mason","democrat","FALSE",36869,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","1","[Write-in]","","TRUE",4187,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","10","Ghazala Hashmi","democrat","FALSE",44287,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","10","Glen Sturtevant","republican","FALSE",37636,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","10","[Write-in]","","TRUE",86,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","11","Amanda Chase","republican","FALSE",44218,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","11","Amanda Pohl","democrat","FALSE",36706,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","11","[Write-in]","","TRUE",208,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","12","Debra Rodman","democrat","FALSE",38401,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","12","Siobhan Dunnavant","republican","FALSE",39730,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","12","[Write-in]","","TRUE",160,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","13","Geary Higgins","republican","FALSE",37645,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","13","John Bell","democrat","FALSE",44762,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","13","[Write-in]","","TRUE",109,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","14","John Cosgrove","republican","FALSE",36370,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","14","Rebecca Raveson","democrat","FALSE",23949,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","14","[Write-in]","","TRUE",154,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","15","Frank Ruff","republican","FALSE",38471,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","15","Virginia Smith","democrat","FALSE",17793,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","15","[Write-in]","","TRUE",67,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","16","Joseph Morrissey","democrat","FALSE",29401,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","16","Waylin Ross","independent","FALSE",15722,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","16","[Write-in]","","TRUE",859,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","17","Amy Laufer","democrat","FALSE",32176,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","17","Bryce Reeves","republican","FALSE",34494,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","17","[Write-in]","","TRUE",209,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","18","Lillie Lucas","democrat","FALSE",43015,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","18","[Write-in]","","TRUE",3496,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","19","David Suetterlein","republican","FALSE",41287,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","19","Flourette Ketner","democrat","FALSE",16481,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","19","[Write-in]","","TRUE",50,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","2","Mamie Locke","democrat","FALSE",36551,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","2","[Write-in]","","TRUE",2851,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","20","Sherman Witcher","independent","FALSE",13394,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","20","William Stanley","republican","FALSE",32527,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","20","[Write-in]","","TRUE",208,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","21","John Edwards","democrat","FALSE",26877,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","21","Steven Nelson","independent","FALSE",13882,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","21","[Write-in]","","TRUE",293,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","22","Dakota Claytor","democrat","FALSE",22253,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","22","Mark Peake","republican","FALSE",37628,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","22","[Write-in]","","TRUE",79,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","23","Stephen Newman","republican","FALSE",47373,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","23","[Write-in]","","TRUE",3105,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","24","Annette Hyde","democrat","FALSE",18733,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","24","Emmett Hanger","republican","FALSE",46890,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","24","[Write-in]","","TRUE",443,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","25","Elliott Harding","independent","FALSE",21318,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","25","Robert Deeds","democrat","FALSE",44776,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","25","[Write-in]","","TRUE",245,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","26","April Moore","democrat","FALSE",19948,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","26","Mark Obenshain","republican","FALSE",36998,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","26","[Write-in]","","TRUE",83,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","27","Jill Vogel","republican","FALSE",43415,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","27","Ronald Ross","democrat","FALSE",24141,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","27","[Write-in]","","TRUE",75,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","28","Qasim Rashid","democrat","FALSE",29696,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","28","Richard Stuart","republican","FALSE",40193,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","28","[Write-in]","","TRUE",97,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","29","Jeremy McPike","democrat","FALSE",35148,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","29","[Write-in]","","TRUE",3444,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","3","Herbert Jones","democrat","FALSE",31056,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","3","Thomas Norment","republican","FALSE",50448,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","3","[Write-in]","","TRUE",280,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","30","Adam Ebbin","democrat","FALSE",42837,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","30","[Write-in]","","TRUE",3895,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","31","Barbara Favola","democrat","FALSE",46647,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","31","[Write-in]","","TRUE",4264,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","32","Arthur Purves","republican","FALSE",17373,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","32","Janet Howell","democrat","FALSE",48546,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","32","[Write-in]","","TRUE",127,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","33","Jennifer Boysko","democrat","FALSE",34513,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","33","Suzanne Fox","republican","FALSE",18613,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","33","[Write-in]","","TRUE",63,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","34","John Petersen","democrat","FALSE",43993,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","34","[Write-in]","","TRUE",4249,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","35","Richard Saslaw","democrat","FALSE",35105,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","35","[Write-in]","","TRUE",2850,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","36","Scott Surovell","democrat","FALSE",37508,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","36","[Write-in]","","TRUE",3397,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","37","David Marsden","democrat","FALSE",41203,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","37","[Write-in]","","TRUE",4439,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","38","Augustus Chafin","republican","FALSE",30294,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","38","George McCall","independent","FALSE",16872,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","38","[Write-in]","","TRUE",528,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","39","George Barker","democrat","FALSE",40247,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","39","Samuel Hillenburg","republican","FALSE",20849,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","39","[Write-in]","","TRUE",83,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","4","Raymond Scott","democrat","FALSE",26654,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","4","Ryan McDougle","republican","FALSE",45714,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","4","[Write-in]","","TRUE",204,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","40","Kenneth Heath","independent","FALSE",12271,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","40","Todd Pillion","republican","FALSE",40122,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","40","[Write-in]","","TRUE",166,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","5","Jeffrey Staples","independent","FALSE",7663,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","5","Lionell Spruill","democrat","FALSE",31222,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","5","[Write-in]","","TRUE",467,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","6","Elizabeth Lankford","republican","FALSE",17351,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","6","Lynwood Lewis","democrat","FALSE",25760,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","6","[Write-in]","","TRUE",76,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","7","Cheryl Turpin","democrat","FALSE",29095,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","7","Jennifer Kiggans","republican","FALSE",29603,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","7","[Write-in]","","TRUE",97,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","8","Melissa Cotter Smasal","democrat","FALSE",26242,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","8","William Desteph","republican","FALSE",28637,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","8","[Write-in]","","TRUE",94,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","9","Jennifer McClellan","democrat","FALSE",49665,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","9","Mark Lewis","libertarian","FALSE",11706,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
"Virginia","9","[Write-in]","","TRUE",575,"State Senate","gen","FALSE",2019,"VA",51,54,40,"total","11/14/2019 12:00 PM"
